,Tweet Timestamp,Tweet Text,Tweet Length,Tweet ID
99,2022-03-23 20:01:44+00:00,"📣 #DataDevs, level up your career at #TDX22. Check out the 200+ technical sessions – including 30+ Tableau sessions… https://t.co/EKI93u34KS",140,1506722886089732097
100,2022-03-23 19:08:32+00:00,@Marketanalytic5 Super handy!,29,1506709499859644419
101,2022-03-23 19:07:33+00:00,"@flerlagekr Great resource. Thanks for sharing, Ken.",52,1506709250743193602
102,2022-03-23 19:04:14+00:00,"@zizzy_data @MarkBradbourne @SOH_Vizzes Beautifully done, Zainab!",65,1506708416516923396
103,2022-03-23 19:01:45+00:00,@VizWizBI Great tip! Thanks for sharing,39,1506707790403932172
104,2022-03-23 18:59:39+00:00,@dataNOTdoctrine Love this 🌱,28,1506707264253571073
105,2022-03-23 18:52:22+00:00,"@MarkTossell Congrats, Mark! #CertifiablyTableau",48,1506705432152363013
106,2022-03-23 18:50:52+00:00,@chisomezeilo01 @datadzif Love it! Good luck on your data journey,65,1506705050969673728
107,2022-03-23 18:47:06+00:00,@SirShropaLot @salesforce Hi there! You can register for Tableau and secure your ticket here: https://t.co/GYYLwxetuc,117,1506704105024024576
108,2022-03-23 18:43:27+00:00,"@AdamMico1 @PacktPub Congrats, Adam! Can't wait to check it out",63,1506703188354748416
109,2022-03-22 22:29:13+00:00,“Going back to normal is not enough” — the #2022SDGGenderIndex from Tableau Foundation partner @Equal2030 shows whe… https://t.co/5bpzPAmJXJ,140,1506397612672397315
110,2022-03-22 19:15:44+00:00,"Step 1: Register for Tableau Conference. Step 2: Win BIG. #Data22

Register now for your chance to win:… https://t.co/bm2mG2g1HX",128,1506348921643147265
111,2022-03-22 18:03:08+00:00,"Global spending on health has doubled over the past two decades, reaching $8.5 trillion in 2019. See how leading he… https://t.co/hIq5kCDkSj",140,1506330652722954240
112,2022-03-22 01:16:35+00:00,A shortage of data scientists doesn’t mean you can’t scale AI solutions. It’s time to think of AI as a team sport. https://t.co/iaald0GvC8,138,1506077345160970242
113,2022-03-21 19:01:19+00:00,How can organizations scale no-code machine learning across more teams? Join the Einstein Discovery product team as… https://t.co/oHDge5ttxU,140,1505982908879626240
114,2022-03-20 15:07:02+00:00,"Coming this week, a look into data scaffolding, the new #DataFamCon community project, and embedded analytics. See… https://t.co/Z0p7TWjTlD",139,1505561560869048325
115,2022-03-18 20:46:22+00:00,"Learn something new this week from the Tableau Community. 

The latest #DataFam Roundup is live:… https://t.co/mZ0G3xgoxn",121,1504922178927489025
116,2022-03-18 17:55:59+00:00,"Meet our #IronViz 2022 finalists. 

@ScottKimly, @_CJMayes, and @WJSutton12—see you at the #IronViz 2022 championsh… https://t.co/3wK780NLI2",140,1504879300817743874
117,2022-03-18 17:54:58+00:00,"198 entries
10 top entries
3 finalists

Head to the blog for the #IronViz 2022 Qualifier contest rundown. https://t.co/NfoyWcDm7v",129,1504879044885549058
118,2022-03-18 17:49:02+00:00,@gj_kemp Thanks for sharing!,28,1504877551440781317
119,2022-03-17 17:00:42+00:00,"79% of leaders say departments equip employees with needed data skills, yet only 40% of employees say they’re provi… https://t.co/gEhxtNNOeL",140,1504503000861192192
120,2022-03-17 14:00:33+00:00,What visualizations made the top 10 #IronViz Qualifier list and which 3 finalists will advance to the championships… https://t.co/dZq8QnIf19,140,1504457663496826888
121,2022-03-16 22:30:50+00:00,"The Headcount Accelerator allows HR teams to quickly answer questions like:

- What is our current headcount?
- How… https://t.co/PNIEIy8iOB",140,1504223693718933506
122,2022-03-16 21:25:44+00:00,"RT @tableaupublic: As part of the #DuBoisChallenge2022, @menscuriosa recreated a gallery of 19 W. E. B. Du Bois' data visualizations plus a…",140,1504207309601316865
123,2022-03-16 18:47:46+00:00,@aabattani @MarkBradbourne @tableaupublic So aesthetic ✨,56,1504167557279801344
124,2022-03-16 18:43:46+00:00,@mapsOverlord Welcome back!,27,1504166550743396356
125,2022-03-15 20:07:49+00:00,An all-new #BestofTableauWeb is here. Tableau lead solutions engineer @datawithjules covers the latest Tableau tips… https://t.co/G383lsitih,140,1503825314564263936
126,2022-03-15 17:27:46+00:00,"@priyankadobhal_ @tableaupublic Nicely done, Priyanka!",54,1503785038780923906
127,2022-03-15 17:23:11+00:00,@appsfortableau Same here!,26,1503783882486861826
128,2022-03-15 16:51:49+00:00,@ktfontnowagner Us too!,23,1503775990853505024
129,2022-03-15 16:51:23+00:00,@AdamMico1 See you there 👋,26,1503775879570157572
130,2022-03-15 16:39:44+00:00,"Get ready for off the charts data fun—register now for Tableau Conference: https://t.co/GYYLwxetuc

#Data22 https://t.co/byXiwxI0qH",131,1503772949555277828
131,2022-03-15 15:14:39+00:00,"(Pro tip: If viewing from mobile, take a screenshot to open the link.)",70,1503751535754420227
132,2022-03-15 15:13:42+00:00,"See you soon, #DataFam. Tableau Conference registration is now open! #Data22 https://t.co/kR3VL0NDO3",100,1503751299988393997
133,2022-03-14 19:45:48+00:00,New @TableauCRM feature alert—CDP Direct makes working in Salesforce CDP and TCRM even more seamless. Learn how to… https://t.co/3x2kw9KHhN,139,1503457385754599434
134,2022-03-13 15:44:09+00:00,Advance your data skills by joining a Tableau User Group and connecting with the global #DataFam. Take a look at th… https://t.co/ebO15mRQWr,140,1503034184108896263
135,2022-03-12 19:00:13+00:00,Be the first to know the top 10 #IronViz entries and the 3 finalists who will advance to the Iron Viz 2022 Champion… https://t.co/xRgh1EAZ3b,140,1502721140594200578
136,2022-03-12 16:00:01+00:00,The Paralympic classification system provides structure for competition and creates an equitable playing field. Lea… https://t.co/ooeiD8wwjW,140,1502675790831316993
137,2022-03-11 18:04:15+00:00,"Learn Tableau from the #DataFam. Dig into the Roundup, a blog series bringing together the latest in community cont… https://t.co/d0xDzNnuJZ",140,1502344665122557957
138,2022-03-10 19:11:49+00:00,"Coming soon in Tableau 2022.1—Workbook Optimizer, Ask Data Phrase Builder, Backgrounder resource limits, a new sear… https://t.co/8YtRuSJPs6",140,1501999283599556613
139,2022-03-10 15:17:10+00:00,Announcing the global winners for our 2021 Tableau Partner Awards. Learn more about the 2021 Tableau Partner Awards… https://t.co/ihMuoYrVSX,140,1501940230118526987
140,2022-03-10 01:19:39+00:00,Join us tomorrow for the global Data+Women event and hear from members of the #DataFam on forging a career in data… https://t.co/MGTytPG7dy,139,1501729462269841408
141,2022-03-09 23:49:54+00:00,"@vsimoes90 Thanks for all your contributions to the #DataFam, Veronica",70,1501706875150213124
142,2022-03-09 19:05:09+00:00,What does the athlete development track look like for @TeamUSA Para Sled Hockey? Tableau data experts took a deeper… https://t.co/UcuMbbZfYf,140,1501635218457137152
143,2022-03-09 17:39:35+00:00,"@juliannekelso Thanks for sharing, Julianne.",44,1501613683033530368
144,2022-03-09 17:30:14+00:00,"@AdamMico1 So well-deserved, Adam",33,1501611332579520512
145,2022-03-09 17:28:04+00:00,"@ZachBowders Well said, Zach.",29,1501610784274714628
146,2022-03-09 17:24:04+00:00,"@_CJMayes We appreciate you, CJ",31,1501609777767591942
147,2022-03-09 17:22:54+00:00,"@ZaksViz Thanks for everything you do for the community, Zak.",61,1501609485734981635
148,2022-03-09 16:01:08+00:00,Stay connected with the #TableauVisionaries on Twitter. Follow this list: https://t.co/nuuZq1NMEK,97,1501588906935865344
149,2022-03-09 16:00:44+00:00,"Welcome to the 2022 #TableauVisionaries.

This group of 45 community members shares their mastery, teaching, and co… https://t.co/nyevqX52Rk",140,1501588805618442240
150,2022-03-08 02:06:20+00:00,"RT @salesforce: Salesforce stands with Ukraine.

Along with our employees, we're donating an initial $2M to support humanitarian efforts on…",140,1501016435430023168
151,2022-03-02 18:07:56+00:00,@erickvb23 @TableauSupport Hi Erick. Thanks for reaching out. Can you please send an email to social@tableau.com? W… https://t.co/arHtrHb31b,140,1499084101747294210
152,2022-02-23 22:50:43+00:00,"@dskrux Congrats on the achievement, David! ⭐️ #CertifiablyTableau",66,1496618551154778114
153,2022-02-23 21:29:29+00:00,@206andrew DATA1 is looking good! ☀️ 🙌,38,1496598111535472643
154,2022-02-23 20:15:56+00:00,What's the financial health of your business? Use the Financial Statement Accelerator to quickly get an overview of… https://t.co/pMdEd7CSuH,140,1496579600989798402
155,2022-02-23 18:30:05+00:00,@ForemanFeronica Congratulations on your #CertifiablyTableau achievement! 🎉,75,1496552964026212356
156,2022-02-23 15:00:33+00:00,"Join an upcoming event celebrating #BHM and the current voices in the Black community:
➡️  Exploring &amp; Recreating D… https://t.co/rFDfohVjoZ",144,1496500231663411206
157,2022-02-22 21:59:00+00:00,@EpleySamuel Beyond impressive!,31,1496243151866155009
158,2022-02-22 21:58:16+00:00,"@datawoj Congrats, Colin! #CertifiablyTableau",45,1496242966033321988
159,2022-02-22 21:48:52+00:00,"@AlDatavizguy Don't miss this, #DataFam ⬆️",42,1496240601997713409
160,2022-02-22 21:46:50+00:00,@AlDatavizguy Incredible work by @menscuriosa!,46,1496240090204741633
161,2022-02-22 21:45:34+00:00,"@El_Dabrah @jreevers5 @deeVizable @HipsterVizNinja @tableaupublic Looks great, Luke! 🔥",86,1496239768321073165
162,2022-02-22 21:44:42+00:00,@p_padham @pinkfloyd @figma @deeVizable @EpleySamuel @mpieluzek @her_data @tableaupublic @AdamMico1… https://t.co/YyT6QRsp1A,124,1496239552566026240
163,2022-02-22 21:43:26+00:00,"@MarcSchonwandt Great post! Thanks for sharing your knowledge, Marc.",68,1496239232754536448
164,2022-02-22 21:41:45+00:00,"@data_and_stuff Looks great, James!",35,1496238807146201089
165,2022-02-22 21:01:40+00:00,"For success in the future of work, organizations must expand their definition of data literacy, invest in their peo… https://t.co/bTyj9M8NhS",140,1496228722273312772
166,2022-02-22 20:35:41+00:00,@TechieZach @TableauCRM @wwp Our pleasure! 🤗,44,1496222184326545410
167,2022-02-21 22:22:04+00:00,"Fun with numbers? Count us in, #DataFam. IYKYK https://t.co/VFT2VFTBbM",70,1495886568497815553
168,2022-02-20 16:16:35+00:00,Connect virtually with other data enthusiasts at a user group meetup. 👀  Take a peak at what's in store this week:… https://t.co/nzHscLr0La,139,1495432203605458945
169,2022-02-19 18:55:33+00:00,"On the blog, we cover the top 10 Tableau table calculations with examples, instructions and a downloadable workbook… https://t.co/FE2a1ifRTx",140,1495109818188582916
170,2022-02-18 18:21:34+00:00,"Get the newest Tableau Community content, vizzes, and events from this week's #DataFam Roundup. 
➡️… https://t.co/MYshNo4sX6",124,1494738881484574725
171,2022-02-17 22:37:34+00:00,"📣 Hey #DataDevs, we’re headed to TrailblazerDX!  

Join us for
💡 Our product innovation keynote
✨ 20+ Tableau sessi… https://t.co/y8WGVut5vA",140,1494440915519225857
172,2022-02-17 18:06:54+00:00,Introducing the Google Analytics Accelerator! Get visibility into your website traffic and quickly answer 🔑 questio… https://t.co/wawXQXiKZC,140,1494372799539986434
173,2022-02-17 17:37:57+00:00,"@JA_Olaoye Unfortunately, due to legal and tax reasons, we must limit Iron Viz to those countries that are listed f… https://t.co/uvOC0SjMkf",140,1494365517469175809
174,2022-02-16 20:53:12+00:00,"RT @acotgreave: It's #chartchat tomorrow (Thu)! Join us LIVE at 4pm gmt to see, among other things, our remakes of this voronoi from @Visua…",140,1494052262091624448
175,2022-02-16 16:25:05+00:00,@Sabrina_MAALEJ Nice work 🙌,27,1493984791477293058
176,2022-02-16 15:51:44+00:00,RT @tableaupublic: The 2022 #IronViz Qualifier entries are in! 🎉 Head to our blog to explore all 198 mind-blowing visualizations on Visuali…,140,1493976398427480066
177,2022-02-16 14:02:19+00:00,"3 ways Tableau is powering smarter experiences across the entire @Salesforce #Customer360
💡 Revenue Intelligence
📊… https://t.co/rD3sri20G8",139,1493948861970194436
178,2022-02-15 21:02:05+00:00,"Q: What does it take to formalize ethical data and AI use? 

A: Responsible organizations will proactively design e… https://t.co/oqDG6i0L9J",140,1493692112713535501
179,2022-02-15 19:08:00+00:00,"RT @salescloud: Sell smarter. Grow revenue faster.

Revenue Intelligence combines Sales Cloud, Einstein, and @tableau capabilities so you c…",140,1493663401515515905
180,2022-02-15 01:57:36+00:00,Want to succeed with AI? Keep people at the center of your data strategy—even when it comes to technology decisions… https://t.co/sLb4OLV3oY,140,1493404093074657281
181,2022-02-14 21:53:39+00:00,"@MarkTossell Happy Valentines Day, Mark! 💌",42,1493342700095029254
182,2022-02-14 21:52:59+00:00,@Ajenstat See you there! 🥳,26,1493342534701047816
183,2022-02-14 21:52:09+00:00,@StacyTweetsTech Happy Valentines Day! 💌,40,1493342321529790467
184,2022-02-14 17:35:43+00:00,"How are data-driven organizations succeeding with a people-first AI strategy?

Join Tableau CTO Andrew Beers as he… https://t.co/gTgwcefES5",139,1493277788643610624
185,2022-02-14 03:00:06+00:00,"To: #DataFam
Love, Tableau ❤️ https://t.co/fCu9IQq2dN",53,1493057434428059653
186,2022-02-13 21:00:08+00:00,"Using predictive analytics, we can confirm that 100% of the chips and dip will be consumed in the first quarter.",112,1492966846022172674
187,2022-02-13 15:56:49+00:00,"Tableau User Groups are meeting all week long! Dive into the weekly for more on:
👉 A new user group for Tableau Cod… https://t.co/3xpDkmbF86",140,1492890512142913542
188,2022-02-12 18:30:36+00:00,"Who is the data rockstar behind all these amazing visualizations? 

Head to the blog to watch data viz designer and… https://t.co/nEwDjqCx1A",140,1492566827372843010
189,2022-02-11 23:57:39+00:00,"@VinodhDataArt Thanks for your contributions, Vinodh!",53,1492286744280055808
190,2022-02-11 23:57:22+00:00,@marcreid Absolutely! 💯,23,1492286670103797760
191,2022-02-11 23:56:03+00:00,@DataVizisFancy @tableausoftware @tableaupublic Thanks for sharing! 🤗,69,1492286341345861636
192,2022-02-11 21:03:48+00:00,"The #DataFam has put together some ways we’re celebrating #BlackHistoryMonth. Join us!
➡️ participate in a data vis… https://t.co/YEOALSiefh",140,1492242991301505027
